produto;marca_raw;estado;familia_v2;sku_v2;confianca;metodo;motivo;candidatos;atributos
Ar Condicionado Electrolux Color Adapt 12.000 BTUs On/Off Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-12000-F;;baixa;tec_conflito;"título On/Off; catálogo curado é inverter-only";UI12F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall Electrolux Color Wi-Fi Inverter 12.000 Btus Frio 220v R-32;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-12000-F;UI12F;alta;familia_linha_unica;1 SKU na família-linha;UI12F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 18.000 BTUs Inverter Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-18000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI18F/JE18F|UI18F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 18.000 BTUs On/Off Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-18000-F;;baixa;tec_conflito;"título On/Off; catálogo curado é inverter-only";JI18F/JE18F|UI18F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 18.000 BTUs Inverter Quente/Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-18000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI18R/JE18R|UI18R/UE18R;"{""marca"": ""Electrolux"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 23.000 BTUs Inverter Quente/Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-23000-QF;UI24R/UE24R;alta;familia_linha_unica;1 SKU na família-linha;UI24R/UE24R;"{""marca"": ""Electrolux"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 23.000 BTUs On/Off Quente/Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-23000-QF;;baixa;tec_conflito;"título On/Off; catálogo curado é inverter-only";UI24R/UE24R;"{""marca"": ""Electrolux"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 24.000 BTUs Inverter Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-24000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI24F/JE24F|UI24F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 24.000 BTUs Inverter Quente/Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-24000-QF;JI24R/JE24R;alta;familia_linha_unica;1 SKU na família-linha;JI24R/JE24R;"{""marca"": ""Electrolux"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 9.000 BTUs Inverter Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI09F/JE09F|UI09F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall Electrolux Color Adapt 9000 BTU/h Frio 3109IFBA206 220 Volts;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI09F/JE09F|UI09F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": null, ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall Inverter Electrolux Color Adapt Wi-fi 9000 BTU/h Frio YI09F 220 Volts;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";JI09F/JE09F|UI09F;"{""marca"": ""Electrolux"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Electrolux Color Adapt 9.000 BTUs Inverter Quente/Frio;Electrolux;MAPEADO;ELECTROLUX-COLOR-ADAPT-9000-QF;JI09R/JE09R;alta;familia_linha_unica;1 SKU na família-linha;JI09R/JE09R;"{""marca"": ""Electrolux"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 12.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter 12.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 12.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 12.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Inverter II 12000 BTUs Elgin Eco com WiFi Integrado High Wall Só Frio 45HJFI12C2WD 45HJFE12C2CD 220V;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar condicionado Inverter Frio 12000 btus High Wall Eco 3 WiFi Elgin 220V;Elgin;MAPEADO;ELGIN-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 12.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 12.000 BTUs Inverter Quente/Frio Preto;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 12.000 BTUs On/Off Quente/Frio;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter 12.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 12.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 12.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 18.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 18.000 BTUs On/Off Frio;Elgin;MAPEADO;ELGIN-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter 18.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 18.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 18.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 18.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 18.000 BTUs On/Off Quente/Frio;Elgin;MAPEADO;ELGIN-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter 18.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 24.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 24.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 24.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 24.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 27.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-27000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 30.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 30.000 BTUs On/Off Frio;Elgin;MAPEADO;ELGIN-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 30.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 30.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 30.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter II 30.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Eco Dream 9.000btu Frio 220v Elgin Com Alexa;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": null, ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 9.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 9.000 BTUs On/Off Frio;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter 9.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Inverter III 9.000 BTUs Inverter Frio;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Eco Inverter"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Inverter Frio 9000 btus High Wall Eco Elgin 220v;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Split 9.000btus Elgin 45hjfe09c2cc - Inverte Branco;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": null, ""tecnologia"": null, ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall - Inverter R-32 - Elgin - Eco III - WiFi - 9.000 BTUs - Frio - 220V Monofásico;Elgin;MAPEADO;ELGIN-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin 9.000 BTUs Inverter Quente/Frio;Elgin;MAPEADO;ELGIN-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Elgin Eco Dream 9.000 BTUs On/Off Quente/Frio;Elgin;MAPEADO;ELGIN-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Elgin"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
